HCG14	HCG14	Gene Expression
TRL-CAA1-1	TRL-CAA1-1	Gene Expression
ZNF90P2	ZNF90P2	Gene Expression
TRR-CCG1-2	TRR-CCG1-2	Gene Expression
TRA-AGC2-2	TRA-AGC2-2	Gene Expression
RPL13P	RPL13P	Gene Expression
LINC01623	LINC01623	Gene Expression
TRA-AGC2-1	TRA-AGC2-1	Gene Expression
TRF-GAA4-1	TRF-GAA4-1	Gene Expression
TRA-TGC5-1	TRA-TGC5-1	Gene Expression
TRF-GAA3-1	TRF-GAA3-1	Gene Expression
TRA-TGC7-1	TRA-TGC7-1	Gene Expression
TRA-AGC1-1	TRA-AGC1-1	Gene Expression
TRF-GAA1-1	TRF-GAA1-1	Gene Expression
TRA-TGC1-1	TRA-TGC1-1	Gene Expression
NOP56P1	NOP56P1	Gene Expression
TRA-AGC23-1	TRA-AGC23-1	Gene Expression
TRA-TGC6-1	TRA-TGC6-1	Gene Expression
TRK-TTT7-1	TRK-TTT7-1	Gene Expression
TRR-CCG1-1	TRR-CCG1-1	Gene Expression
RPSAP2	RPSAP2	Gene Expression
TRA-CGC4-1	TRA-CGC4-1	Gene Expression
TRF-GAA11-1	TRF-GAA11-1	Gene Expression
TRT-AGT3-1	TRT-AGT3-1	Gene Expression
TRA-AGC7-1	TRA-AGC7-1	Gene Expression
TRA-CGC5-1	TRA-CGC5-1	Gene Expression
TRK-TTT13-1	TRK-TTT13-1	Gene Expression
LOC100288016	LOC100288016	Gene Expression
LOC105374297	LOC105374297	Gene Expression
LOC105374298	LOC105374298	Gene Expression
SDHAP2	SDHAP2	Gene Expression
MIR570	MIR570	Gene Expression
SMBD1P	SMBD1P	Gene Expression
MIR570HG	MIR570HG	Gene Expression
MUC20	MUC20	Gene Expression
MUC4	MUC4	Gene Expression
LOC112268340	LOC112268340	Gene Expression
LYPLA2P1	LYPLA2P1	Gene Expression
MYL12BP3	MYL12BP3	Gene Expression
DAXX	DAXX	Gene Expression
ZBTB22	ZBTB22	Gene Expression
TAPBP	TAPBP	Gene Expression
RGL2	RGL2	Gene Expression
MIR6834	MIR6834	Gene Expression
PFDN6	PFDN6	Gene Expression
MIR6873	MIR6873	Gene Expression
WDR46	WDR46	Gene Expression
B3GALT4	B3GALT4	Gene Expression
RING1	RING1	Gene Expression
MIR219A1	MIR219A1	Gene Expression
HSD17B8	HSD17B8	Gene Expression
SLC39A7	SLC39A7	Gene Expression
RNY4P10	RNY4P10	Gene Expression
RXRB	RXRB	Gene Expression
HCG24	HCG24	Gene Expression
LOC105375021	LOC105375021	Gene Expression
RNU1-116P	RNU1-116P	Gene Expression
HLA-DRB2	HLA-DRB2	Gene Expression
HLA-DRB3	HLA-DRB3	Gene Expression
LOC105379657	LOC105379657	Gene Expression
RNA5SP206	RNA5SP206	Gene Expression
C4A	C4A	Gene Expression
ZBTB12	ZBTB12	Gene Expression
SNORD52	SNORD52	Gene Expression
SNORD48	SNORD48	Gene Expression
SNHG32	SNHG32	Gene Expression
HSPA1B	HSPA1B	Gene Expression
HSPA1A	HSPA1A	Gene Expression
HSPA1L	HSPA1L	Gene Expression
LSM2	LSM2	Gene Expression
LOC105379656	LOC105379656	Gene Expression
DHFRP2	DHFRP2	Gene Expression
CCHCR1	CCHCR1	Gene Expression
POLR2LP1	POLR2LP1	Gene Expression
PSORS1C2	PSORS1C2	Gene Expression
CDSN	CDSN	Gene Expression
PSORS1C1	PSORS1C1	Gene Expression
C6orf15	C6orf15	Gene Expression
MUC21	MUC21	Gene Expression
NAPGP2	NAPGP2	Gene Expression
HCG21	HCG21	Gene Expression
MUCL3	MUCL3	Gene Expression
SFTA2	SFTA2	Gene Expression
VARS2	VARS2	Gene Expression
GTF2H4	GTF2H4	Gene Expression
MIR4640	MIR4640	Gene Expression
DDR1	DDR1	Gene Expression
LINC02570	LINC02570	Gene Expression
RPL7P4	RPL7P4	Gene Expression
NRM	NRM	Gene Expression
PPP1R18	PPP1R18	Gene Expression
TRIM26BP	TRIM26BP	Gene Expression
MICD	MICD	Gene Expression
HLA-W	HLA-W	Gene Expression
MICF	MICF	Gene Expression
LOC107987452	LOC107987452	Gene Expression
RPL23AP1	RPL23AP1	Gene Expression
HCG4P11	HCG4P11	Gene Expression
OR2H2	OR2H2	Gene Expression
RPL13AP	RPL13AP	Gene Expression
SNORD32B	SNORD32B	Gene Expression
TMEM183AP1	TMEM183AP1	Gene Expression
OR2H5P	OR2H5P	Gene Expression
UBD	UBD	Gene Expression
OR2I1P	OR2I1P	Gene Expression
TRV-AAC6-1	TRV-AAC6-1	Gene Expression
LOC112268339	LOC112268339	Gene Expression
LOC112268337	LOC112268337	Gene Expression
HLA-DQB1-AS1	HLA-DQB1-AS1	Gene Expression
LOC107987449	LOC107987449	Gene Expression
FKBPL	FKBPL	Gene Expression
ATF6B	ATF6B	Gene Expression
LOC110384692	LOC110384692	Gene Expression
LOC112267902	LOC112267902	Gene Expression
WASF5P	WASF5P	Gene Expression
LOC107987448	LOC107987448	Gene Expression
HCG4P8	HCG4P8	Gene Expression
LOC107987447	LOC107987447	Gene Expression
HCG9P5	HCG9P5	Gene Expression
LOC112268336	LOC112268336	Gene Expression
LOC100294188	LOC100294188	Gene Expression
LOC112268335	LOC112268335	Gene Expression
HLA-S	HLA-S	Gene Expression
ZDHHC20P2	ZDHHC20P2	Gene Expression
RN7SKP186	RN7SKP186	Gene Expression
TMPOP1	TMPOP1	Gene Expression
LOC107987443	LOC107987443	Gene Expression
TCF20	TCF20	Gene Expression
CYP2D8P	CYP2D8P	Gene Expression
CYP2D7	CYP2D7	Gene Expression
LOC112268333	LOC112268333	Gene Expression
LOC102723722	LOC102723722	Gene Expression
CYP2D6	CYP2D6	Gene Expression
LOC105373047	LOC105373047	Gene Expression
OLA1P1	OLA1P1	Gene Expression
NDUFA6-DT	NDUFA6-DT	Gene Expression
NDUFA6	NDUFA6	Gene Expression
SMDT1	SMDT1	Gene Expression
PHETA2	PHETA2	Gene Expression
LOC112268334	LOC112268334	Gene Expression
MUC2	MUC2	Gene Expression
LOC107987157	LOC107987157	Gene Expression
LINC02688	LINC02688	Gene Expression
MUC6	MUC6	Gene Expression
AP2A2	AP2A2	Gene Expression
RNU6-1025P	RNU6-1025P	Gene Expression
LOC105377779	LOC105377779	Gene Expression
MIR3674	MIR3674	Gene Expression
CLN8	CLN8	Gene Expression
CLN8-AS1	CLN8-AS1	Gene Expression
LOC100130321	LOC100130321	Gene Expression
LOC105377778	LOC105377778	Gene Expression
DLGAP2	DLGAP2	Gene Expression
DLGAP2-AS1	DLGAP2-AS1	Gene Expression
HLA-DPA3	HLA-DPA3	Gene Expression
LOC112267927	LOC112267927	Gene Expression
LOC100294160	LOC100294160	Gene Expression
LOC107987440	LOC107987440	Gene Expression
LINC01596	LINC01596	Gene Expression
LOC105377619	LOC105377619	Gene Expression
FRG1-DT	FRG1-DT	Gene Expression
RNU1-51P	RNU1-51P	Gene Expression
LOC105377616	LOC105377616	Gene Expression
LOC107987311	LOC107987311	Gene Expression
LINC01262	LINC01262	Gene Expression
LOC105377615	LOC105377615	Gene Expression
HSP90AA4P	HSP90AA4P	Gene Expression
LOC105377614	LOC105377614	Gene Expression
KRT18P53	KRT18P53	Gene Expression
FABP5P13	FABP5P13	Gene Expression
LOC102723840	LOC102723840	Gene Expression
PPP2R3B	PPP2R3B	Gene Expression
LOC101929829	LOC101929829	Gene Expression
LOC107987438	LOC107987438	Gene Expression
LOC107987441	LOC107987441	Gene Expression
LOC105372225	LOC105372225	Gene Expression
SALL3	SALL3	Gene Expression
LINC01896	LINC01896	Gene Expression
LOC105372221	LOC105372221	Gene Expression
LOC105372220	LOC105372220	Gene Expression
LOC105372219	LOC105372219	Gene Expression
WNT9B	WNT9B	Gene Expression
LOC101929777	LOC101929777	Gene Expression
WNT3	WNT3	Gene Expression
RPS7P11	RPS7P11	Gene Expression
LOC107985026	LOC107985026	Gene Expression
NSF	NSF	Gene Expression
FAM215B	FAM215B	Gene Expression
RN7SL199P	RN7SL199P	Gene Expression
LRRC37A2	LRRC37A2	Gene Expression
ARL17A	ARL17A	Gene Expression
RDM1P2	RDM1P2	Gene Expression
LOC100132570	LOC100132570	Gene Expression
DND1P2	DND1P2	Gene Expression
MAPK8IP1P1	MAPK8IP1P1	Gene Expression
KANSL1-AS1	KANSL1-AS1	Gene Expression
LOC107985027	LOC107985027	Gene Expression
KANSL1	KANSL1	Gene Expression
STH	STH	Gene Expression
LOC105371800	LOC105371800	Gene Expression
MAPT-IT1	MAPT-IT1	Gene Expression
MAPT	MAPT	Gene Expression
SPPL2C	SPPL2C	Gene Expression
MAPT-AS1	MAPT-AS1	Gene Expression
CRHR1	CRHR1	Gene Expression
LOC107985028	LOC107985028	Gene Expression
LOC105371802	LOC105371802	Gene Expression
ARF2P	ARF2P	Gene Expression
LINC02210-CRHR1	LINC02210-CRHR1	Gene Expression
LINC02210	LINC02210	Gene Expression
RPS26P8	RPS26P8	Gene Expression
MAPK8IP1P2	MAPK8IP1P2	Gene Expression
LOC105376839	LOC105376839	Gene Expression
DND1P1	DND1P1	Gene Expression
RDM1P1	RDM1P1	Gene Expression
LOC102724345	LOC102724345	Gene Expression
LRRC37A4P	LRRC37A4P	Gene Expression
LOC112267925	LOC112267925	Gene Expression
LRRC37A3	LRRC37A3	Gene Expression
LOC105369225	LOC105369225	Gene Expression
MIR4315-1	MIR4315-1	Gene Expression
PLEKHM1	PLEKHM1	Gene Expression
ARHGAP27	ARHGAP27	Gene Expression
LOC105371796	LOC105371796	Gene Expression
RNA5SP443	RNA5SP443	Gene Expression
KRTAP9-12P	KRTAP9-12P	Gene Expression
KRTAP9-2	KRTAP9-2	Gene Expression
KRTAP9-4	KRTAP9-4	Gene Expression
KRTAP9-9	KRTAP9-9	Gene Expression
KRTAP9-6	KRTAP9-6	Gene Expression
KRTAP9-11P	KRTAP9-11P	Gene Expression
KRTAP9-7	KRTAP9-7	Gene Expression
KRTAP9-10P	KRTAP9-10P	Gene Expression
KRTAP29-1	KRTAP29-1	Gene Expression
LOC102724956	LOC102724956	Gene Expression
TBC1D3I	TBC1D3I	Gene Expression
LOC105371747	LOC105371747	Gene Expression
CCL4L1	CCL4L1	Gene Expression
CCL3L1	CCL3L1	Gene Expression
LOC107987437	LOC107987437	Gene Expression
LOC105379634	LOC105379634	Gene Expression
CCL3P1	CCL3P1	Gene Expression
TBC1D3G	TBC1D3G	Gene Expression
LOC100420853	LOC100420853	Gene Expression
YWHAEP6	YWHAEP6	Gene Expression
LOC105379635	LOC105379635	Gene Expression
CCL4L2	CCL4L2	Gene Expression
CCL3L3	CCL3L3	Gene Expression
TBC1D3B	TBC1D3B	Gene Expression
LOC100420851	LOC100420851	Gene Expression
LOC107985056	LOC107985056	Gene Expression
LOC100419980	LOC100419980	Gene Expression
LOC107985055	LOC107985055	Gene Expression
RN7SL301P	RN7SL301P	Gene Expression
CCL4	CCL4	Gene Expression
LOC101927369	LOC101927369	Gene Expression
CCL3	CCL3	Gene Expression
CCL3-AS1	CCL3-AS1	Gene Expression
CCL18	CCL18	Gene Expression
LOC105379599	LOC105379599	Gene Expression
MIR3183	MIR3183	Gene Expression
LOC105371481	LOC105371481	Gene Expression
LOC112268190	LOC112268190	Gene Expression
ABR	ABR	Gene Expression
TIMM22	TIMM22	Gene Expression
NXN	NXN	Gene Expression
RPH3AL-AS1	RPH3AL-AS1	Gene Expression
RPH3AL	RPH3AL	Gene Expression
LOC107984761	LOC107984761	Gene Expression
LOC107984089	LOC107984089	Gene Expression
FMN1	FMN1	Gene Expression
