           Time    Speed        Read     Read   Mapped   Mapped   Mapped   Mapped Unmapped Unmapped Unmapped Unmapped
                    M/hr      number   length   unique   length   MMrate    multi   multi+       MM    short    other
Jan 04 23:05:42      4.6    27446549       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:06:43      4.6    27543066       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:09:10      4.6    27639582       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:10:57      4.6    27736099       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:13:19      4.6    27832615       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:14:45      4.6    27929132       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:17:03      4.6    28122166       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:22:03      4.5    28218689       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:23:12      4.5    28315206       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:26:47      4.5    28604766       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:28:19      4.5    28701282       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:29:41      4.5    28894316       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:32:11      4.5    29087348       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:33:43      4.5    29183865       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:37:22      4.5    29376904       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:38:29      4.5    29569939       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:43:56      4.5    29762970       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:45:38      4.5    29956009       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:48:01      4.5    30052524       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:53:03      4.5    30149047       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:54:03      4.5    30245560       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:55:26      4.5    30631614       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:57:22      4.5    30824651       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 04 23:58:24      4.5    30921168       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:00:13      4.5    31017686       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:02:13      4.5    31114205       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:05:46      4.5    31307240       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:09:19      4.5    31403756       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:12:14      4.5    31693310       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:13:59      4.5    31789828       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:15:50      4.5    31982864       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:17:06      4.5    32368933       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:20:26      4.5    32755000       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:24:37      4.5    32948033       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:26:51      4.5    33044549       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:28:20      4.5    33141066       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:31:48      4.5    33334100       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:35:07      4.5    33623651       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:37:17      4.5    33816686       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:39:11      4.5    34299272       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:45:52      4.5    34492306       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:47:58      4.5    34588823       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:49:33      4.5    34685339       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:51:32      4.5    34878372       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:52:48      4.5    34974890       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:55:55      4.5    35167929       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:57:41      4.5    35264447       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 00:58:56      4.5    35553999       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:00:25      4.5    35747032       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:01:37      4.5    35940066       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:05:44      4.5    36036578       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:07:07      4.5    36133092       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
